,sample_id,lDDT-BS_0,lDDT-BS_1,lDDT-BS_2,lDDT-BS_3,lDDT-BS_4,lDDT-BS_5,lDDT-BS_6,lDDT-BS_7,lDDT-BS_8,lDDT-BS_9,lDDT-BS_10,lDDT-BS_11,lDDT-BS_12,lDDT-BS_13,lDDT-BS_14,lDDT-BS_15,lDDT-BS_16,lDDT-BS_17,lDDT-BS_18,lDDT-BS_19,lDDT-BS_20,lDDT-BS_21,lDDT-BS_22,lDDT-BS_23,lDDT-BS_24,lDDT-BS_25,lDDT-BS_26,lDDT-BS_27,lDDT-BS_28,lDDT-BS_29,lDDT-BS_30,lDDT-BS_31,lig_rmsd_0,lig_rmsd_1,lig_rmsd_2,lig_rmsd_3,lig_rmsd_4,lig_rmsd_5,lig_rmsd_6,lig_rmsd_7,lig_rmsd_8,lig_rmsd_9,lig_rmsd_10,lig_rmsd_11,lig_rmsd_12,lig_rmsd_13,lig_rmsd_14,lig_rmsd_15,lig_rmsd_16,lig_rmsd_17,lig_rmsd_18,lig_rmsd_19,lig_rmsd_20,lig_rmsd_21,lig_rmsd_22,lig_rmsd_23,lig_rmsd_24,lig_rmsd_25,lig_rmsd_26,lig_rmsd_27,lig_rmsd_28,lig_rmsd_29,lig_rmsd_30,lig_rmsd_31,clash_0,clash_1,clash_2,clash_3,clash_4,clash_5,clash_6,clash_7,clash_8,clash_9,clash_10,clash_11,clash_12,clash_13,clash_14,clash_15,clash_16,clash_17,clash_18,clash_19,clash_20,clash_21,clash_22,clash_23,clash_24,clash_25,clash_26,clash_27,clash_28,clash_29,clash_30,clash_31
99,6G29A,0.8248114109039306,0.7420155823230743,0.7654201567173005,0.851852411031723,0.8620234608650208,0.8558208644390106,0.8184736847877503,0.8507735431194305,0.8532901704311371,0.8176533222198487,0.8590356290340424,0.8572107970714569,0.8400923907756805,0.8631360769271851,0.7538731455802917,0.857345312833786,0.8461884498596192,0.8594412863254547,0.8613557159900666,0.8293909788131714,0.8680438160896301,0.858366584777832,0.8621343374252319,0.8104586482048035,0.8437707662582398,0.8556358933448791,0.8241018652915955,0.858944571018219,0.847643107175827,0.8592200875282288,0.7256325840950012,0.8620119869709015,9.1911,6.40318,3.95207,3.97123,3.86596,6.93898,6.83157,6.74556,8.78598,7.43254,4.89636,10.085,6.02647,1.50721,4.04336,7.41567,7.82252,5.48718,3.97301,3.94125,4.41407,7.30732,6.3487,4.52003,8.38903,3.59882,3.91241,4.07782,7.56277,4.25827,7.11965,0.899843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6H7DA,0.8506726622581482,0.8849138975143432,0.88221701780955,0.884076201915741,0.8841085871060689,0.8943687240282695,0.8764722108840942,0.8781163295110067,0.8843173702557882,0.8957990447680155,0.8861875931421915,0.8838902870814006,0.8760233918825785,0.8843726436297099,0.8866250356038411,0.8928848385810852,0.8800154248873393,0.881807518005371,0.8840659697850545,0.8964366594950358,0.8742742896080017,0.8815017024676005,0.8843605875968933,0.8957123398780823,0.8862208962440491,0.8862782557805379,0.89808376232783,0.8887964010238647,0.8777340571085612,0.8857061902681986,0.8746639688809713,0.8846757650375366,5.08934,4.43524,3.42969,1.44244,4.71136,3.14852,4.30558,2.37075,1.42484,2.59607,1.47715,1.26198,4.00107,1.21841,3.99248,3.78131,1.40236,2.53284,1.43876,3.76725,1.72623,3.11416,1.19372,1.15925,1.49161,3.07004,1.38641,1.16561,1.91432,3.85643,2.66218,3.47109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,6MO9A,0.8253705501556396,0.848256841301918,0.8851068615913391,0.8908610492944717,0.844409316778183,0.863152951002121,0.8664949983358383,0.8674856722354889,0.8752729147672653,0.8722580820322037,0.8814471811056137,0.8732796311378479,0.8796128928661346,0.866668701171875,0.8822628557682037,0.8920067697763443,0.8789990842342377,0.8760707974433899,0.8749180734157562,0.8896186202764511,0.8720822036266327,0.9023440182209015,0.88246750831604,0.8656927645206451,0.8646195828914642,0.8724071234464645,0.8706778436899185,0.8672450035810471,0.899597629904747,0.8932214230298996,0.8935163021087646,0.87569160759449,6.03098,6.83934,5.96283,4.87362,6.59436,5.8684,4.5965,5.15922,6.22798,5.12469,8.86708,6.55502,6.7663,7.35605,5.38119,6.54807,5.40265,6.85551,5.04142,6.0875,8.70739,6.22088,5.31334,6.55265,6.22332,6.69835,5.6873,3.14675,7.25276,5.37705,5.14403,5.37677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,6HMYA,0.6928911184271177,0.6592334335048994,0.6783016274372736,0.683309922615687,0.6956955244143804,0.6800708820422491,0.6986113289992014,0.6901008834441503,0.6914034237464269,0.6736085911591848,0.6859595328569412,0.6988251954317093,0.6853747566541036,0.6914347857236862,0.6856530904769897,0.6876101990540823,0.6879082322120667,0.6846199731032053,0.6748776560028394,0.6893245130777359,0.6893806010484695,0.6823277547955513,0.6898360947767893,0.6623478606343269,0.6776216626167297,0.6775265832742056,0.6888831009467443,0.6765813628832499,0.6918104737997055,0.6912829031546911,0.6949026038249334,0.6850142180919647,10.3726,8.05434,20.5516,16.2974,13.1121,18.292,20.574,18.6348,15.7248,18.0445,12.3938,16.5942,17.386,20.1625,13.2841,15.2134,21.9897,17.1056,16.2784,15.9651,14.2089,22.9719,19.0268,17.3216,8.50318,14.3026,14.2638,17.7701,14.1877,17.2545,9.26249,12.6871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,6RZ6A,0.8359038178567533,0.8225886600988882,0.8267876892178146,0.8470405825862178,0.7932255654423325,0.8292239529115183,0.7989348162103582,0.8476197145603321,0.8094902060650013,0.776982264386283,0.8214276157043598,0.8098099463515811,0.768712458787141,0.8335272559413204,0.8168646295865377,0.8190914657380846,0.8140807538120834,0.8077054354879591,0.8059567489005901,0.8095743336059429,0.8285707124957332,0.8068842589855194,0.8105635344982147,0.8105767843899904,0.8256016528164899,0.7967186283182215,0.810732529119209,0.8002498834221451,0.8348961925065076,0.827984916943091,0.8157328643180706,0.7995492076432263,15.6936,6.89646,14.8071,2.74319,13.0921,11.6502,8.33593,12.1501,9.27896,6.92974,7.82047,5.76932,3.36941,18.2749,4.60997,10.9729,5.58394,11.1144,5.1171,9.66529,9.48933,10.9991,5.37189,9.3512,4.57543,8.66177,14.1782,5.38101,14.6655,3.27227,16.1774,10.2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,6QTMA,0.75822219481835,0.8428498873343835,0.8279612064361572,0.8585241712056674,0.8472083669442397,0.8364022603401771,0.8562458019990188,0.8524463681074289,0.8582364687552819,0.7969120465792142,0.8421759742956895,0.8511387293155377,0.7659324820225055,0.815293027804448,0.8283270138960618,0.86550811620859,0.8586689829826355,0.8253676983026358,0.8358519214850205,0.8414589854387137,0.8530090176142179,0.8259652898861811,0.8628734900401189,0.8515294927817124,0.7700567979079026,0.8559936835215642,0.8480718548481281,0.8325608464387747,0.8546873743717487,0.8521155577439529,0.8498493845646198,0.7494529256453881,8.33969,10.8037,12.6767,12.5166,8.92454,6.34043,13.2095,13.3773,11.6314,6.52648,15.4365,16.7927,6.30616,12.3476,8.29801,6.98471,7.53937,12.0483,7.46019,12.8803,10.284,7.67354,13.1774,11.5525,8.01266,17.8199,18.3425,8.41204,8.55238,6.91722,16.129,13.0229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,6GJ5A,0.9177637925514808,0.904924906217135,0.9040727111009451,0.9251459882809565,0.9199923322750971,0.9134497000620916,0.9181001507318937,0.9183403666202838,0.9229332162783697,0.9321280580300552,0.9017468186525198,0.924653200002817,0.9107960829368005,0.9141092667212853,0.9215430112985464,0.9046242878987238,0.9223606357207665,0.9130767446297866,0.9194469039256756,0.9149115452399621,0.9120782338655912,0.9309239525061387,0.9093026014474722,0.9138373961815467,0.9195918715917147,0.9123792831714337,0.9182079296845657,0.929587524670821,0.9195630779633155,0.912185210448045,0.9320284265738267,0.9302205489231989,4.34293,5.87195,7.75146,5.79376,4.90609,4.35114,5.84546,6.38741,4.98535,6.03281,7.06244,4.72285,6.43512,5.24187,6.0295,5.57819,6.84218,7.56681,4.82062,6.78488,4.49639,5.41883,4.5741,6.15156,8.13032,9.9302,5.94025,5.71111,2.95604,5.66923,4.99956,4.11037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,6MJ4C,0.5924719944596291,0.5916279926896095,0.5938706174492836,0.5962390266358852,0.5988756828010082,0.5943523533642292,0.5926168821752071,0.5977353304624557,0.5978314429521561,0.5910890065133572,0.5948255397379398,0.5970725938677788,0.5986741594970226,0.5933049991726875,0.5959593653678894,0.5952391065657139,0.5960834808647633,0.5896976217627525,0.5981662161648273,0.5956960245966911,0.5898714028298855,0.5958479046821594,0.5957270823419094,0.5978880971670151,0.5966709032654762,0.5954336822032928,0.59093302115798,0.5969247221946716,0.6012512594461441,0.5880381241440773,0.5955845229327679,0.5881994478404522,19.2482,8.39625,11.7696,11.4571,21.7653,12.667,15.6534,14.6838,14.9072,13.1349,18.38,18.9941,14.7674,22.5177,8.54906,18.6288,16.8944,16.2178,16.485,16.222,16.7666,14.1282,12.8144,15.3786,17.07,13.3267,16.8306,14.3227,18.2804,12.6309,14.806,11.2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6QXAA,0.8433144986629486,0.8387130573391914,0.8126039654016495,0.8300515562295914,0.8341812044382095,0.8282678797841072,0.8252162262797356,0.8305766433477402,0.8339071422815323,0.8285223692655563,0.8250082284212112,0.8367529958486557,0.8336511179804802,0.8316007629036903,0.8293248042464256,0.8285204693675041,0.8331570476293564,0.8099689111113548,0.825994685292244,0.8528821766376495,0.8321647197008133,0.8447930440306664,0.8106381073594093,0.8231591880321503,0.8362451940774918,0.8016482889652252,0.8285557180643082,0.835123598575592,0.8252026587724686,0.8057782799005508,0.8414402604103088,0.8299793228507042,9.53502,6.67033,9.90969,10.1821,11.4705,8.05734,12.7576,12.3997,8.03288,10.4931,7.83991,10.8579,9.26064,4.21852,8.68473,8.9501,9.53347,8.85299,8.38221,7.49915,8.58159,8.60776,9.18076,13.2547,8.34287,10.8131,10.5353,10.8839,8.10225,6.40086,8.73887,10.6093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,6CKLA,0.8719445824623108,0.8739733815193176,0.8812744498252869,0.8954534649848938,0.8841590523719788,0.8746883153915406,0.8745165348052979,0.8851271152496338,0.8738441109657288,0.8574305534362793,0.8962252140045166,0.8695529341697693,0.8702050089836121,0.876177966594696,0.8779146671295166,0.8724856734275818,0.8684870481491089,0.8904698371887207,0.895121693611145,0.8774154663085938,0.8807199001312256,0.8673179030418396,0.8652416467666626,0.8848720908164978,0.8903516530990601,0.8898224592208862,0.8752689242362977,0.8796564936637878,0.8693541169166565,0.8872748136520385,0.8800669431686401,0.8828496217727662,3.73363,7.5933,4.14652,7.44207,5.99577,5.34019,5.17293,4.02726,4.44064,2.91779,5.33245,4.12184,2.2209,6.69998,5.02363,3.53551,6.38897,4.96449,3.30341,5.91654,4.03495,5.54658,2.53728,3.04872,3.87046,3.96667,4.75761,5.13757,3.17819,4.03571,4.33393,5.28818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,6OIRA,0.8489592134952545,0.8624002605676651,0.8732338517904281,0.8623979479074478,0.8195837169885636,0.875326743721962,0.8655322313308715,0.8672098219394684,0.8544181704521179,0.8792091339826584,0.8406504929065705,0.8643977671861649,0.8958222836256027,0.8662275224924088,0.8595951974391938,0.883646833896637,0.8837917357683182,0.8480538874864578,0.8736224472522736,0.8948814749717713,0.8228151053190231,0.8374820947647095,0.8267893135547638,0.8487831264734268,0.8508824378252029,0.8722018271684646,0.8457751721143723,0.8718577682971954,0.8670355528593063,0.8442946225404739,0.8627273380756378,0.8475017577409745,7.34393,6.34815,9.69956,7.43711,8.73224,10.1869,7.65961,7.53072,8.3507,6.09757,7.79338,3.7334,5.56057,13.7721,10.0564,8.95095,4.96601,8.55982,10.2086,11.1818,5.42646,6.07307,5.17966,6.78493,5.5949,3.95427,9.15768,10.6908,5.34348,9.05321,7.88701,8.24384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6G25A,0.691460382938385,0.8561276793479919,0.833977609872818,0.8426018238067627,0.8508211195468902,0.8163685381412507,0.745986932516098,0.8088274717330932,0.8477208137512207,0.856882756948471,0.8324395895004273,0.8291915476322174,0.8378234565258026,0.8237796306610108,0.8356923460960388,0.775514566898346,0.8540691614151001,0.7372394382953644,0.7417059600353241,0.8334252119064331,0.8345000743865967,0.8411742866039276,0.828680568933487,0.845843368768692,0.8269375741481781,0.8718830168247222,0.819672417640686,0.8257857084274292,0.8328074753284455,0.8265223801136017,0.8430274307727814,0.8241768717765808,5.93213,4.92274,5.89617,6.45728,5.32983,4.78146,4.64686,5.64698,3.92221,4.53057,4.7441,7.54975,4.80817,2.73218,4.51402,5.84957,4.85054,4.45107,4.34412,6.79668,4.61243,7.22912,6.51922,6.3943,5.18594,4.20212,6.414,5.62237,4.81978,3.95245,8.05063,8.36157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,6OINA,0.7139098362790214,0.7692047887378268,0.7945974154604806,0.7382645921574699,0.78825919661257,0.7986129290527768,0.8014633589320712,0.7951261500517527,0.7902543395757675,0.7897141608926985,0.7871150970458984,0.8043121728632185,0.811038065287802,0.8035749660597907,0.6996904893053902,0.768670391705301,0.8094650705655416,0.7941843916972479,0.7799228727817535,0.8034743517637253,0.7873290694422193,0.8025123907460107,0.7926876230372323,0.7759939796394772,0.7880692995256848,0.8017005953523848,0.7769627455208037,0.7897291481494904,0.8165771000915103,0.7226593246062597,0.7215682433711158,0.7935279425647523,6.78926,9.48923,7.69197,4.67925,5.34027,4.23392,4.70984,4.46858,5.20689,7.10063,6.00548,7.39964,8.06651,5.18133,6.03715,8.18889,4.42029,5.50022,3.8807,7.98183,8.51204,7.39934,7.68636,12.5508,9.98859,8.99742,7.04636,8.50948,4.1179,5.54012,5.86234,6.18005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,6JAMA,0.9098801146382871,0.9066442924997081,0.9089323334071947,0.9010298433511154,0.8893596193064814,0.8916815415672634,0.8778629069742949,0.8907098796056665,0.9046441886735999,0.8826536458471547,0.9147090445394102,0.9059097170829773,0.9042890797490659,0.9070978890294614,0.902051145615785,0.9069622599560282,0.8862764861272729,0.9001915765845258,0.9083171616429868,0.9081040672633959,0.9014824447424515,0.9104366302490234,0.9073065985804019,0.8876201614089634,0.8861365292383276,0.9057227165802665,0.9026553268017976,0.8788559618203536,0.9016664313233417,0.8989044376041578,0.9109623250753983,0.9083685434382894,2.88959,0.911017,4.19322,2.11212,5.39045,3.06686,4.11716,1.50751,1.02333,2.93336,2.66569,4.46003,2.65435,3.10038,2.6273,0.721626,3.26863,4.64874,0.619278,0.462023,5.77903,0.814868,4.08967,3.80916,5.4256,1.8325,0.978666,5.32438,3.33425,6.16673,2.04488,1.28985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,6OXZA,0.8442464669545492,0.8855958620707194,0.8743953267733257,0.8855495731035868,0.8699910203615825,0.8670139670372009,0.8888229290644328,0.8766816814740499,0.8748531500498454,0.8890106042226156,0.8691301703453064,0.8828428943951925,0.8423977812131246,0.8585904280344645,0.886878248055776,0.8708236813545227,0.8673511942227682,0.8573155681292216,0.8666800300280253,0.836389712492625,0.8506959954897563,0.8776976664861044,0.8820032676060995,0.8525638898213704,0.881474773089091,0.8425964752833048,0.8785236875216166,0.868572183450063,0.8840763926506042,0.8588076710700989,0.882616662979126,0.8724485079447428,8.17184,7.46324,9.40601,7.78057,6.25401,4.50881,8.65247,5.82172,13.4989,10.4986,7.64401,6.9706,5.39674,4.757,7.14133,7.16875,6.19703,8.02696,5.72102,6.32412,11.0276,8.25732,9.75682,4.35695,11.2541,5.98931,12.8274,4.38225,8.35764,7.21445,3.97113,5.50889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,6MJIC,0.5599958215441022,0.5578628395284925,0.5626548315797534,0.5522982180118561,0.5593306081635612,0.5662282535008022,0.554715599332537,0.5514041015080043,0.5554389783314296,0.5605675620692117,0.5586823735918317,0.5606081741196769,0.5614449381828308,0.5649172450814929,0.5587671143668038,0.5546281252588544,0.5608148872852325,0.5614973391805377,0.5598762248243604,0.5560426541737148,0.5619654314858573,0.5597712056977409,0.5625550704342979,0.5627225765160152,0.5573251971176693,0.5562327717031751,0.5638045242854527,0.5641733195100512,0.551769345998764,0.5626114904880524,0.5571729753698621,0.5587521152836936,20.9164,14.8987,12.2985,19.718,21.3314,12.2001,18.0223,22.3474,14.7438,19.7936,19.8852,22.929,17.6619,19.5561,13.2351,20.2097,15.4978,17.7683,16.4606,15.6063,19.1538,22.9259,18.5807,14.6874,14.4906,13.3984,18.8796,15.6202,15.7697,15.6673,13.2162,15.1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,6NRJA,0.9347838822164034,0.8962481178735432,0.9239548382006193,0.9045902992549696,0.9206917034952264,0.9165077931002567,0.8968847739069086,0.9139587345876192,0.8660936512445149,0.8828269776545072,0.8958961022527594,0.8448380890645479,0.9232768824225978,0.9165059077112299,0.9147137278004697,0.921627308193006,0.8575026047857184,0.9237925567125019,0.9165621023429068,0.9109384009712621,0.9005745210145649,0.9168995085515474,0.9068178346282557,0.8919884499750639,0.9114890882843419,0.9250352100322121,0.9121758184934917,0.8950120775323165,0.9116592909160414,0.9252663568446511,0.9012673810908669,0.9097736164143211,5.06952,5.45988,7.72809,7.86845,7.99843,6.03238,8.01336,7.07799,12.8507,6.80321,7.77075,12.1746,11.427,5.92643,4.80821,6.99189,10.3522,2.87718,4.05395,11.2223,7.52674,7.92494,9.93136,4.71856,7.76712,9.71826,5.22735,5.39358,5.32483,7.97959,10.6267,10.8532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,6E4VA,0.813804743082627,0.8616137763728267,0.8169804992883102,0.8039545494577159,0.848608672618866,0.864815134069194,0.8237172546594039,0.7954851285271023,0.8632658072139906,0.8551896680956301,0.8208915461664614,0.8476346990336543,0.8591942217039026,0.8080968701321146,0.8039361160734425,0.7893679867620054,0.8573795712512472,0.8651866550030916,0.8413619969202124,0.8107014790825222,0.8559435165446737,0.8279898918193319,0.8630518135817155,0.8553826212882996,0.8529655466908994,0.8126551223837811,0.8055912515391475,0.7684153344320215,0.863422331602677,0.8493591236031574,0.8511728229730026,0.8532207530477772,9.8084,2.51696,8.5069,7.77128,6.23775,4.60756,4.4242,7.13956,8.26551,5.66282,7.93888,6.83195,2.80704,8.99785,2.22675,4.82276,7.10932,8.91074,3.64041,5.54334,6.41046,3.1749,4.36612,7.08174,5.18292,3.11145,8.17256,5.07835,2.42441,8.60027,5.09264,7.87486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,6OIMA,0.7741421366279776,0.7663286910815672,0.7365200072526932,0.7643278403715654,0.7663847966627642,0.762332103469155,0.7144280089573427,0.7226054207845167,0.7729268372058868,0.7630871290510352,0.7199963575059717,0.7769589681516994,0.7793623615394939,0.7181624512780796,0.7220862006599252,0.7630729295990684,0.7773497917435386,0.7466747313737869,0.727742382071235,0.7755430340766907,0.7034038779410449,0.7071291140534661,0.7296115607023239,0.7531841166994788,0.7677392607385461,0.7420121241699565,0.7554501633752476,0.7399310659278523,0.6766708073290911,0.74687836793336,0.6908336715264753,0.7626666575670242,13.279,8.89847,10.172,7.11291,7.0573,9.39759,5.77144,9.3414,7.04093,11.7319,5.91277,7.12918,8.6017,5.93555,8.20848,7.57792,8.95305,6.46621,14.1655,7.88624,7.36119,6.82455,3.33451,7.21926,7.63216,9.09423,6.00502,13.5963,5.9124,5.58673,7.3547,6.27133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,6CJPA,0.8450561534790766,0.8249628103914715,0.7655049903052193,0.824591460682097,0.849794939869926,0.787996673867816,0.8189849470342908,0.8233197033405304,0.8425106349445525,0.8500358064969381,0.8316393821012407,0.8523891227585929,0.8436437958762759,0.8149244487285614,0.8457305885496593,0.8432120723383767,0.8395763351803734,0.8437473887488955,0.8541303248632521,0.8457544531141009,0.8314273030984969,0.8409136902718317,0.7826131610643297,0.8400145911035084,0.8432036070596605,0.8207488570894513,0.8372102337224143,0.8326813124475025,0.8124370433035351,0.842618981997172,0.831350469873065,0.8311618651662555,6.42984,6.41283,4.46188,6.39963,8.38613,4.45039,5.21864,7.31115,6.25774,6.9724,7.24455,9.37154,6.40262,5.21545,5.30606,5.22688,7.22584,7.52482,6.40032,7.56975,6.05654,7.23504,4.55929,5.56808,5.98308,4.16582,7.1946,7.14993,5.61014,5.34433,6.46415,3.19959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,6PYBA,0.8498268488206362,0.841198122815082,0.8496804127567693,0.8663087393108168,0.8256923979834506,0.8497977601854425,0.8198048001841495,0.840577283972188,0.8525735579038921,0.8510197510844782,0.8199538996345118,0.8469682429966173,0.8692477141555986,0.864899931769622,0.8367135148299368,0.8083131642718064,0.8611003929062894,0.8440108314940804,0.8744949667077315,0.8636526339932492,0.8643994723495684,0.8649239634212694,0.8698758451562179,0.8788444870396664,0.8294415411196256,0.858287125825882,0.8629425889567325,0.8554676002577731,0.7571221919436204,0.8592446791498285,0.8426249999749033,0.8797080234477395,12.9601,9.57678,6.36577,2.91463,5.99233,6.01155,6.02471,6.42444,8.27643,9.05496,6.16907,7.80118,5.56325,4.80084,6.83074,7.82457,7.85353,4.88795,5.21906,3.64817,5.48382,5.02323,5.9729,4.89508,4.85679,5.74885,5.33856,5.89293,11.1008,3.66857,10.7784,3.85758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6MHCA,0.8815555022313044,0.8713409304618835,0.8799008222726675,0.8725429360683148,0.8762760575001056,0.8850075189883893,0.885633647441864,0.8702629529512845,0.8909530502099258,0.8841812794025128,0.8888060404704168,0.8921198799059942,0.8832698739491976,0.8809807346417353,0.8853956002455491,0.881089407664079,0.897380727988023,0.8737260332474341,0.8777922621140113,0.8949138659697312,0.8804539625461285,0.8879263584430401,0.8720499277114868,0.889431004340832,0.8751947421293992,0.8814181960546054,0.8804085575617276,0.885661624945127,0.8857167592415442,0.8955814792559698,0.8878528888408954,0.8759758059795086,2.30412,4.51859,2.40379,5.35276,4.72643,3.43445,5.2218,4.71416,4.94093,3.89995,5.17294,5.69703,4.43027,5.80387,4.05056,4.32235,5.19738,3.96631,5.3952,8.1606,3.35198,5.25877,3.86103,6.47603,5.57531,7.52549,5.0187,6.05385,5.45557,2.40581,5.79253,1.97905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,6J9WA,0.8980068465073904,0.8945154324173927,0.8768983905514082,0.9153765191634496,0.9079226553440094,0.9156670769055685,0.8796316732962927,0.8752994785706202,0.8938729912042618,0.8458689724405607,0.9105879763762156,0.9106186876694361,0.9078810786207517,0.9090722476442655,0.9059038658936819,0.8928407231966654,0.9084178904692332,0.8862201521794001,0.8796707019209862,0.8936798572540283,0.902258093158404,0.8708886379996935,0.872136689722538,0.9081002324819565,0.8714426383376122,0.9007040535410246,0.9083951512972513,0.8744308153788248,0.8861908142765363,0.8969176958004633,0.9055469805995623,0.9071122979124387,1.44224,5.30229,4.31577,0.851221,2.45416,0.842565,3.36903,4.18307,3.74196,4.61935,2.30169,0.759431,0.736877,1.73036,3.27734,4.9253,4.03778,1.07281,4.4294,5.5332,5.17237,3.25377,3.83346,1.28442,5.63753,1.36385,4.40725,4.57019,3.76507,5.55775,5.44099,1.91754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,6JUTA,0.7595747709274292,0.7912447775403658,0.7262241952121258,0.7562897242605686,0.7862156455715498,0.7798629378279051,0.7279570984343687,0.784879041214784,0.7662761062383652,0.7763154047230879,0.7912104949355125,0.7796082434554895,0.7901394156118234,0.775884360074997,0.7302585902313391,0.7884614902238051,0.7766999714076519,0.6995556664963564,0.7658158478637537,0.7482476085424423,0.7575567501286665,0.7639614455401897,0.7749004637201627,0.7870490588247776,0.7893873763581117,0.798328161239624,0.6546233693758646,0.7788579687476158,0.7831686449547609,0.7647932954132557,0.770834106951952,0.7749988486369451,7.69054,6.75377,11.0613,9.2261,10.0114,5.0831,6.26433,6.56176,6.07172,5.11737,7.5253,11.0894,7.0713,5.0564,4.98719,8.61504,7.81516,8.93652,9.73752,8.5128,2.94048,9.21177,5.11765,9.02701,14.2236,8.9612,8.11914,8.23754,8.44835,11.5727,4.72002,5.74028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,6G2EA,0.8097697556018829,0.8657214522361756,0.7481956481933594,0.8403039157390595,0.8451868295669556,0.8352173507213593,0.8398166239261627,0.7452328443527222,0.8475749254226684,0.81990767121315,0.8414115667343139,0.834666109085083,0.7400209426879882,0.7329759240150452,0.8459480583667756,0.8424203157424927,0.8491729736328125,0.8410961151123046,0.7620847523212433,0.8214575171470642,0.7560884892940521,0.8506418526172638,0.8521928071975708,0.828667140007019,0.7512102544307708,0.8133289515972137,0.8331284582614898,0.8320650398731232,0.8518654942512512,0.8084580779075623,0.8164741456508636,0.8298624634742737,3.64464,3.45962,2.61294,6.91178,7.9681,4.74636,7.30985,4.44101,7.8353,4.58413,7.11043,5.71082,4.67622,4.52316,4.59142,3.59139,5.26674,4.22007,4.07049,5.31754,3.73499,1.06571,3.05862,3.12626,5.24886,3.84885,2.29871,7.35686,1.40769,7.66332,5.78189,4.46933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
